Name,Slug,Collection ID,Locale ID,Item ID,Archived,Draft,Created On,Updated On,Published On,Image,Longitude,Lattitude,Region,Sub-Region,Territory,Info,Name en,Name fr,Name es,Name he,Name ar,Date estab,Hectare,CMS ID,Area A,Area B,Area C
Nof Nesher,nof-nesher,6840b0bcc65eb2273e9a0263,6827a014ed04cf73eed133d8,687585d2a03e727e0e0c5ef6,false,false,Mon Jul 14 2025 22:33:54 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:56:19 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:58:46 GMT+0000 (Coordinated Universal Time),,35.12448,31.36739,hebron,,West Bank,,,Nof Nesher,Nof Nesher,נוף נשר,نوف نيشر,1996,3,687585d2a03e727e0e0c5ef6,false,false,true
Nofei Nehemia,nofei-nehemia,6840b0bcc65eb2273e9a0263,6827a014ed04cf73eed133d8,687585d3168d3d18e56767e1,false,false,Mon Jul 14 2025 22:33:55 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:56:19 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:58:46 GMT+0000 (Coordinated Universal Time),,35.2362,32.09822,salfit,,West Bank,,,Nofei Nehemia,Nofei Nehemia,נופי נחמיה,نوفي نحاميَه,2002,8,687585d3168d3d18e56767e1,false,false,true
Nofim,nofim,6840b0bcc65eb2273e9a0263,6827a014ed04cf73eed133d8,687585e0fdba09387dbe2fd1,false,false,Mon Jul 14 2025 22:34:08 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:56:19 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:58:46 GMT+0000 (Coordinated Universal Time),,35.10137,32.15509,salfit,,West Bank,,,Nofim,Nofim,נופים,نوفيم,1987,24,687585e0fdba09387dbe2fd1,false,false,true
Nokdim,nokdim,6840b0bcc65eb2273e9a0263,6827a014ed04cf73eed133d8,687585ddec2f534409f6639b,false,false,Mon Jul 14 2025 22:34:05 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:56:19 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:58:46 GMT+0000 (Coordinated Universal Time),,35.24713,31.64891,bethlehem,,West Bank,,,Nokdim,Nokdim,נוקדים,نوكديم,1982,36,687585ddec2f534409f6639b,false,true,true
Ofra,ofra,6840b0bcc65eb2273e9a0263,6827a014ed04cf73eed133d8,687585e0657985eba4a8288d,false,false,Mon Jul 14 2025 22:34:08 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:56:19 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:58:46 GMT+0000 (Coordinated Universal Time),,35.26307,31.95362,ramallah,,West Bank,,,Ofra,Ofra,עפרה,عوفرا,1975,72,687585e0657985eba4a8288d,false,false,true
Ofra Zfon Mizrah,ofra-zfon-mizrah,6840b0bcc65eb2273e9a0263,6827a014ed04cf73eed133d8,687585d2823dfd026b8379ca,false,false,Mon Jul 14 2025 22:33:54 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:56:19 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:58:46 GMT+0000 (Coordinated Universal Time),,35.26743,31.95735,ramallah,,West Bank,,,Ofra Nord-Est,Ofra Zfon Mizrah,עפרה צפון מזרח,عوفرة شمال شرق,2004,1,687585d2823dfd026b8379ca,false,false,true
Old Massu'ot Itzhak,old-massuot-itzhak,6840b0bcc65eb2273e9a0263,6827a014ed04cf73eed133d8,687585d15528e929a61360ee,false,false,Mon Jul 14 2025 22:33:53 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:56:20 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:58:46 GMT+0000 (Coordinated Universal Time),,35.10868,31.66133,bethlehem,,West Bank,,,Ancien Massu'ot Itzhak,Masuot Itzhak Antiguo,משואות יצחק הישנה,مسوؤت يتسحاق القديمة,2001,2,687585d15528e929a61360ee,false,false,true
Omer Farm,omer-farm,6840b0bcc65eb2273e9a0263,6827a014ed04cf73eed133d8,687585d3a591f947ef7c50bd,false,false,Mon Jul 14 2025 22:33:55 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:56:20 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:58:46 GMT+0000 (Coordinated Universal Time),,35.42872,31.92768,jericho,,West Bank,,,Ferme Omer,Granja Omer,חוות עומר,حفات عومر,2005,40,687585d3a591f947ef7c50bd,false,false,true
Oranit,oranit,6840b0bcc65eb2273e9a0263,6827a014ed04cf73eed133d8,687585dba4ed871ddefbfd2d,false,false,Mon Jul 14 2025 22:34:03 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:56:20 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:58:46 GMT+0000 (Coordinated Universal Time),,34.99171,32.13095,qalqilya,,West Bank,,,Oranit,Oranit,אורנית,أورانيت,1985,101,687585dba4ed871ddefbfd2d,false,false,true
Otniel,otniel,6840b0bcc65eb2273e9a0263,6827a014ed04cf73eed133d8,687585d801beddda347cb768,false,false,Mon Jul 14 2025 22:34:00 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:56:20 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:58:46 GMT+0000 (Coordinated Universal Time),,35.02953,31.43955,hebron,,West Bank,,,Otniel,Otniel,עתניאל,عتنيئيل,1983,18,687585d801beddda347cb768,false,false,true
Palgey Maim,palgey-maim,6840b0bcc65eb2273e9a0263,6827a014ed04cf73eed133d8,687585d321062da881b196f4,false,false,Mon Jul 14 2025 22:33:55 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:56:20 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:58:46 GMT+0000 (Coordinated Universal Time),,35.27468,32.08776,nablus,,West Bank,,,Palgey Maim,Palgey Maim,פלגי מים,بلجي مايم,1999,13,687585d321062da881b196f4,false,false,true
Pe'at Sade,peat-sade,6840b0bcc65eb2273e9a0263,6827a014ed04cf73eed133d8,687585d0a03e727e0e0c5e9a,false,false,Mon Jul 14 2025 22:33:52 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:56:20 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:58:46 GMT+0000 (Coordinated Universal Time),,34.24358,31.32925,rafah,,Gaza,,,Pe'at Sade,Peat Sadé,פאת שדה,بيئات ساديه,1993,26,687585d0a03e727e0e0c5e9a,false,false,false
Pedu'el,peduel,6840b0bcc65eb2273e9a0263,6827a014ed04cf73eed133d8,687585e06668ec2d34d1cef1,false,false,Mon Jul 14 2025 22:34:08 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:56:20 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:58:46 GMT+0000 (Coordinated Universal Time),,35.05178,32.06225,salfit,,West Bank,,,Pedu'el,Peduel,פדואל,بدوئيل,1984,23,687585e06668ec2d34d1cef1,false,false,true
Petza'el,petzael,6840b0bcc65eb2273e9a0263,6827a014ed04cf73eed133d8,687585de09ff7d6b96958441,false,false,Mon Jul 14 2025 22:34:06 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:56:20 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:58:46 GMT+0000 (Coordinated Universal Time),,35.44292,32.04427,jericho,,West Bank,,,Petza'el,Petzael,פצאל,بتسائيل,1975,59,687585de09ff7d6b96958441,false,false,true
Pisgat Ze'ev,pisgat-zeev,6840b0bcc65eb2273e9a0263,6827a014ed04cf73eed133d8,687585cedff8b4dbc21771fd,false,false,Mon Jul 14 2025 22:33:50 GMT+0000 (Coordinated Universal Time),Thu Aug 21 2025 18:57:33 GMT+0000 (Coordinated Universal Time),Thu Aug 21 2025 18:58:10 GMT+0000 (Coordinated Universal Time),,35.24571,31.82312,east-jerusalem,,West Bank,,,Pisgat Ze'ev,Pisgat Zeev,פסגת זאב,بسجات زئيف,1985,262,687585cedff8b4dbc21771fd,false,false,false
Pnei Hever,pnei-hever,6840b0bcc65eb2273e9a0263,6827a014ed04cf73eed133d8,687585df2bc249f1442aea5f,false,false,Mon Jul 14 2025 22:34:07 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:56:20 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:58:46 GMT+0000 (Coordinated Universal Time),,35.16547,31.48659,hebron,,West Bank,,,Pnei Hever,Pnei Hever,פני חבר,بني حيفر,1982,12,687585df2bc249f1442aea5f,false,false,true
Pnei Kedem,pnei-kedem,6840b0bcc65eb2273e9a0263,6827a014ed04cf73eed133d8,687585d6d77d33b0dfef5adb,false,false,Mon Jul 14 2025 22:33:58 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:56:20 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:58:46 GMT+0000 (Coordinated Universal Time),,35.1962,31.58827,hebron,,West Bank,,,Pnei Kedem,Pnei Kedem,פני קדם,بني كيدم,2002,18,687585d6d77d33b0dfef5adb,false,false,true
Psagot,psagot,6840b0bcc65eb2273e9a0263,6827a014ed04cf73eed133d8,687585dd21062da881b19b9d,false,false,Mon Jul 14 2025 22:34:05 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:56:20 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:58:46 GMT+0000 (Coordinated Universal Time),,35.2247,31.89889,ramallah,,West Bank,,,Psagot,Psagot,פסגות,بساجوت,1981,24,687585dd21062da881b19b9d,false,false,true
Qalya,qalya,6840b0bcc65eb2273e9a0263,6827a014ed04cf73eed133d8,687585dfc2b2089743180ebd,false,false,Mon Jul 14 2025 22:34:07 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:56:20 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:58:46 GMT+0000 (Coordinated Universal Time),,35.46611,31.75064,jerusalem,,West Bank,,,Qalya,Kalia,קליה,كاليا,1968,23,687585dfc2b2089743180ebd,false,false,true
Qatif,qatif,6840b0bcc65eb2273e9a0263,6827a014ed04cf73eed133d8,687585d06c4de33c48682201,false,false,Mon Jul 14 2025 22:33:52 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:56:20 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:58:46 GMT+0000 (Coordinated Universal Time),,34.3115,31.37583,khan-younis,,Gaza,,,Qatif,Katif,קטיף,قطيف,1978,16,687585d06c4de33c48682201,false,false,false
Qedar,qedar,6840b0bcc65eb2273e9a0263,6827a014ed04cf73eed133d8,687585d827a70245fb8b7a01,false,false,Mon Jul 14 2025 22:34:00 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:56:20 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:58:46 GMT+0000 (Coordinated Universal Time),,35.31054,31.75358,jerusalem,,West Bank,,,Qedar,Qedar,קדר,كيدار,1985,23,687585d827a70245fb8b7a01,false,false,true
Rafiah Yam,rafiah-yam,6840b0bcc65eb2273e9a0263,6827a014ed04cf73eed133d8,687585d0a591f947ef7c4f61,false,false,Mon Jul 14 2025 22:33:52 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:56:21 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:58:46 GMT+0000 (Coordinated Universal Time),,34.23016,31.31552,rafah,,Gaza,,,Rafiah Yam,Rafiah Yam,רפיח ים,رفياح يام,1984,15,687585d0a591f947ef7c4f61,false,false,false
Ramat Eshkol,ramat-eshkol,6840b0bcc65eb2273e9a0263,6827a014ed04cf73eed133d8,687585cf92ea4d2e4d24c98e,false,false,Mon Jul 14 2025 22:33:51 GMT+0000 (Coordinated Universal Time),Thu Aug 21 2025 18:57:33 GMT+0000 (Coordinated Universal Time),Thu Aug 21 2025 18:58:10 GMT+0000 (Coordinated Universal Time),,35.22567,31.80158,east-jerusalem,,West Bank,,,Ramat Eshkol,Ramat Eshkol,רמת אשכול,رامات أشكول,1970,21,687585cf92ea4d2e4d24c98e,false,false,false
Ramat Gilad,ramat-gilad,6840b0bcc65eb2273e9a0263,6827a014ed04cf73eed133d8,687585d653ca2367705229b7,false,false,Mon Jul 14 2025 22:33:58 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:56:21 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:58:46 GMT+0000 (Coordinated Universal Time),,35.11404,32.17851,qalqilya,,West Bank,,,Ramat Gilad,Ramat Gilad,רמת גלעד,رمات جلعاد,2002,7,687585d653ca2367705229b7,false,false,true
Ramat Shlomo,ramat-shlomo,6840b0bcc65eb2273e9a0263,6827a014ed04cf73eed133d8,687585cfd67b76dcbf56fc87,false,false,Mon Jul 14 2025 22:33:51 GMT+0000 (Coordinated Universal Time),Thu Aug 21 2025 18:57:33 GMT+0000 (Coordinated Universal Time),Thu Aug 21 2025 18:58:10 GMT+0000 (Coordinated Universal Time),,35.21872,31.81096,east-jerusalem,,West Bank,,,Ramat Shlomo,Ramat Shlomó,רמת שלמה,راموت شلومو,1994,76,687585cfd67b76dcbf56fc87,false,false,false
Ramot Alon,ramot-alon,6840b0bcc65eb2273e9a0263,6827a014ed04cf73eed133d8,687585cf4cd10be7ffea1c1d,false,false,Mon Jul 14 2025 22:33:51 GMT+0000 (Coordinated Universal Time),Thu Aug 21 2025 18:57:33 GMT+0000 (Coordinated Universal Time),Thu Aug 21 2025 18:58:10 GMT+0000 (Coordinated Universal Time),,35.19568,31.81737,east-jerusalem,,West Bank,,,Ramot Alon,Ramot Alón,רמות אלון,راموت آلون,1970,261,687585cf4cd10be7ffea1c1d,false,false,false
Rechelim,rechelim,6840b0bcc65eb2273e9a0263,6827a014ed04cf73eed133d8,687585d96b3523723690f108,false,false,Mon Jul 14 2025 22:34:01 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:56:21 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:58:46 GMT+0000 (Coordinated Universal Time),,35.25663,32.10223,nablus,,West Bank,,,Rechelim,Rechelim,רחלים,رحاليم,1991,8,687585d96b3523723690f108,false,false,true
Rehan,rehan,6840b0bcc65eb2273e9a0263,6827a014ed04cf73eed133d8,687585db2c54671bda3c5f1b,false,false,Mon Jul 14 2025 22:34:03 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:56:21 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:58:46 GMT+0000 (Coordinated Universal Time),,35.1369,32.46921,jenin,,West Bank,,,Rehan,Rehan,ריחן,ريحان,1977,11,687585db2c54671bda3c5f1b,false,false,true
Revava,revava,6840b0bcc65eb2273e9a0263,6827a014ed04cf73eed133d8,687585df92ea4d2e4d24d1cb,false,false,Mon Jul 14 2025 22:34:07 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:56:21 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:58:46 GMT+0000 (Coordinated Universal Time),,35.12871,32.11873,salfit,,West Bank,,,Revava,Revava,רבבה,رفافا,1991,26,687585df92ea4d2e4d24d1cb,false,false,true
Rimmonim,rimmonim,6840b0bcc65eb2273e9a0263,6827a014ed04cf73eed133d8,687585df7d9073c9b10bfa36,false,false,Mon Jul 14 2025 22:34:07 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:56:21 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:58:46 GMT+0000 (Coordinated Universal Time),,35.34091,31.93386,ramallah,,West Bank,,,Rimmonim,Rimmonim,רימונים,ريمونيم,1977,20,687585df7d9073c9b10bfa36,false,false,true
Ro'i,roi,6840b0bcc65eb2273e9a0263,6827a014ed04cf73eed133d8,687585dbf1c7e0ad93bc623c,false,false,Mon Jul 14 2025 22:34:03 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:56:21 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:58:46 GMT+0000 (Coordinated Universal Time),,35.48902,32.24756,tubas,,West Bank,,,Ro'i,Roi,רועי,روعي,1976,15,687585dbf1c7e0ad93bc623c,false,false,true
Rosh Tzurim,rosh-tzurim,6840b0bcc65eb2273e9a0263,6827a014ed04cf73eed133d8,687585d7296749786fa8d34e,false,false,Mon Jul 14 2025 22:33:59 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:56:21 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:58:46 GMT+0000 (Coordinated Universal Time),,35.12426,31.66833,bethlehem,,West Bank,,,Rosh Tzurim,Rosh Tzurim,ראש צורים,روش تسوريم,1969,26,687585d7296749786fa8d34e,false,false,true
Rotem,rotem,6840b0bcc65eb2273e9a0263,6827a014ed04cf73eed133d8,687585ddec2f534409f663c0,false,false,Mon Jul 14 2025 22:34:05 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:56:21 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:58:46 GMT+0000 (Coordinated Universal Time),,35.51877,32.33649,tubas,,West Bank,,,Rotem,Rotem,רותם,روتم,1984,3,687585ddec2f534409f663c0,false,false,false
Sal'it,salit,6840b0bcc65eb2273e9a0263,6827a014ed04cf73eed133d8,687585d85c3ed478a97d3daa,false,false,Mon Jul 14 2025 22:34:00 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:56:21 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:58:46 GMT+0000 (Coordinated Universal Time),,35.10298,32.25634,tulkarm,,West Bank,,,Sal'it,Salit,סלעית,سلعيت,1977,37,687585d85c3ed478a97d3daa,false,true,true
Sansana,sansana,6840b0bcc65eb2273e9a0263,6827a014ed04cf73eed133d8,687585decb4992c6bb49f5a5,false,false,Mon Jul 14 2025 22:34:06 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:56:21 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:58:46 GMT+0000 (Coordinated Universal Time),,34.90349,31.36336,hebron,,West Bank,,,Sansana,Sansana,סנסנה,سنسانا,1999,11,687585decb4992c6bb49f5a5,false,false,true
Sde Bar,sde-bar,6840b0bcc65eb2273e9a0263,6827a014ed04cf73eed133d8,687585d17d9073c9b10bf3f7,false,false,Mon Jul 14 2025 22:33:53 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:56:21 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:58:46 GMT+0000 (Coordinated Universal Time),,35.24441,31.66053,bethlehem,,West Bank,,,Sde Bar,Sde Bar,שדה בר,ساديه بار,1998,11,687585d17d9073c9b10bf3f7,false,false,true
Sha'arei Tikva,shaarei-tikva,6840b0bcc65eb2273e9a0263,6827a014ed04cf73eed133d8,687585dc6b3523723690f3a7,false,false,Mon Jul 14 2025 22:34:04 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:56:22 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:58:46 GMT+0000 (Coordinated Universal Time),,35.02612,32.12318,qalqilya,,West Bank,,,Sha'arei Tikva,Shearei Tikva,שערי תקווה,شعاري تيكفا,1983,88,687585dc6b3523723690f3a7,false,true,true
Shademot Mehola,shademot-mehola,6840b0bcc65eb2273e9a0263,6827a014ed04cf73eed133d8,687585d9dea08a20f8c5046b,false,false,Mon Jul 14 2025 22:34:01 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:56:21 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:58:46 GMT+0000 (Coordinated Universal Time),,35.53468,32.34649,tubas,,West Bank,,,Shademot Mehola,Shademot Mehola,שדמות מחולה,شدموت محولا,1979,36,687585d9dea08a20f8c5046b,false,false,true
Shaqed,shaqed,6840b0bcc65eb2273e9a0263,6827a014ed04cf73eed133d8,687585dc6a4a33e3d4365060,false,false,Mon Jul 14 2025 22:34:04 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:56:22 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:58:46 GMT+0000 (Coordinated Universal Time),,35.16869,32.47367,jenin,,West Bank,,,Shaqed,Shaked,שקד,شاكيد,1981,21,687585dc6a4a33e3d4365060,false,false,true
Shavei Shomron,shavei-shomron,6840b0bcc65eb2273e9a0263,6827a014ed04cf73eed133d8,687585de27a70245fb8b7c7d,false,false,Mon Jul 14 2025 22:34:06 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:56:22 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:58:46 GMT+0000 (Coordinated Universal Time),,35.18508,32.26331,nablus,,West Bank,,,Shavei Shomron,Shavei Shomron,שבי שומרון,شفي شومرون,1977,34,687585de27a70245fb8b7c7d,false,false,true
Shilo,shilo,6840b0bcc65eb2273e9a0263,6827a014ed04cf73eed133d8,687585d94fbc9c1b1b96d543,false,false,Mon Jul 14 2025 22:34:01 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:56:22 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:58:46 GMT+0000 (Coordinated Universal Time),,35.3006,32.05294,ramallah,,West Bank,,,Shilo,Shilo,שילה,شيلو,1979,58,687585d94fbc9c1b1b96d543,false,false,true
Shim'a,shima,6840b0bcc65eb2273e9a0263,6827a014ed04cf73eed133d8,687585d9f05adaa66ea3c9c8,false,false,Mon Jul 14 2025 22:34:01 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:56:22 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:58:46 GMT+0000 (Coordinated Universal Time),,35.01322,31.38817,hebron,,West Bank,,,Shim'a,Shima,שמעה,شيمعا,1985,12,687585d9f05adaa66ea3c9c8,false,false,true
Skali's Farm,skalis-farm,6840b0bcc65eb2273e9a0263,6827a014ed04cf73eed133d8,687585d6a591f947ef7c521e,false,false,Mon Jul 14 2025 22:33:58 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:56:22 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:58:46 GMT+0000 (Coordinated Universal Time),,35.37022,32.21431,nablus,,West Bank,,,Ferme de Skali,Granja de Skali,החווה של סקאלי,مزرعة سكالي,1999,5,687585d6a591f947ef7c521e,false,false,true
Sneh Yaakov,sneh-yaakov,6840b0bcc65eb2273e9a0263,6827a014ed04cf73eed133d8,687585d4fdba09387dbe2967,false,false,Mon Jul 14 2025 22:33:56 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:56:22 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:58:46 GMT+0000 (Coordinated Universal Time),,35.26213,32.17777,nablus,,West Bank,,,Sneh Yaakov,Sneh Yaakov,סנה יעקב,سنيه يعقوب,1999,31,687585d4fdba09387dbe2967,false,false,true
Susiya,susiya,6840b0bcc65eb2273e9a0263,6827a014ed04cf73eed133d8,687585dffdba09387dbe2f77,false,false,Mon Jul 14 2025 22:34:07 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:56:22 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:58:46 GMT+0000 (Coordinated Universal Time),,35.11323,31.39297,hebron,,West Bank,,,Susiya,Susiya,סוסיא,سوسيا,1983,28,687585dffdba09387dbe2f77,false,false,true
Susiya North West,susiya-north-west,6840b0bcc65eb2273e9a0263,6827a014ed04cf73eed133d8,687585d4ae6f83bfcf9a7431,false,false,Mon Jul 14 2025 22:33:56 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:56:22 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:58:46 GMT+0000 (Coordinated Universal Time),,35.11037,31.39503,hebron,,West Bank,,,Susiya Nord-Ouest,Susiya Noroeste,סוסיא צפון מערב,سوسيا شمال غرب,2001,2,687585d4ae6f83bfcf9a7431,false,false,true
Tal Menashe,tal-menashe,6840b0bcc65eb2273e9a0263,6827a014ed04cf73eed133d8,687585d25c3ed478a97d398b,false,false,Mon Jul 14 2025 22:33:54 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:56:22 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:58:46 GMT+0000 (Coordinated Universal Time),,35.15988,32.48225,jenin,,West Bank,,,Tal Menashe,Tal Menashé,טל מנשה,طل منشيه,1991,13,687585d25c3ed478a97d398b,false,false,false
Talmon,talmon,6840b0bcc65eb2273e9a0263,6827a014ed04cf73eed133d8,687585daec06744260491be8,false,false,Mon Jul 14 2025 22:34:02 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:56:22 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:58:46 GMT+0000 (Coordinated Universal Time),,35.13249,31.94573,ramallah,,West Bank,,,Talmon,Talmon,טלמון,تلمون,1989,52,687585daec06744260491be8,false,false,true
Talpiot (East),talpiot-east,6840b0bcc65eb2273e9a0263,6827a014ed04cf73eed133d8,687585cea4d1fb268b90e981,false,false,Mon Jul 14 2025 22:33:50 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:56:22 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:58:46 GMT+0000 (Coordinated Universal Time),,35.23291,31.74928,jerusalem,,,,,Talpiot (Est),Talpiot (Este),תלפיות מזרח,تلبيوت (شرق),1973,132,687585cea4d1fb268b90e981,false,false,false
Tapuach Ma'arav,tapuach-maarav,6840b0bcc65eb2273e9a0263,6827a014ed04cf73eed133d8,687585d2653c34cab386c04c,false,false,Mon Jul 14 2025 22:33:54 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:56:22 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:58:46 GMT+0000 (Coordinated Universal Time),,35.23368,32.11647,salfit,,West Bank,,,Tapuach Ma'arav,Tapúaj Maarav,תפוח מערב,تبواح غرب,2001,18,687585d2653c34cab386c04c,false,false,true
Tekoa,tekoa,6840b0bcc65eb2273e9a0263,6827a014ed04cf73eed133d8,687585df6a4a33e3d43653b9,false,false,Mon Jul 14 2025 22:34:07 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:56:23 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:58:46 GMT+0000 (Coordinated Universal Time),,35.23069,31.64935,bethlehem,,West Bank,,,Tekoa,Tekoa,תקוע,تقوع,1977,50,687585df6a4a33e3d43653b9,false,false,true
Tel Rumeidah,tel-rumeidah,6840b0bcc65eb2273e9a0263,6827a014ed04cf73eed133d8,687585cf2bc249f1442adfe8,false,false,Mon Jul 14 2025 22:33:51 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:56:22 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:58:46 GMT+0000 (Coordinated Universal Time),,35.10225,31.52505,hebron,,West Bank,,,Tel Rumeidah,Tel Rumeidah,תל רומיידה,تل رميدة,1983,1,687585cf2bc249f1442adfe8,false,false,true
Telem,telem,6840b0bcc65eb2273e9a0263,6827a014ed04cf73eed133d8,687585d8c82b9202bbd7de55,false,false,Mon Jul 14 2025 22:34:00 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:56:23 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:58:46 GMT+0000 (Coordinated Universal Time),,35.0314,31.56402,hebron,,West Bank,,,Telem,Telem,תלם,تيلم,1982,10,687585d8c82b9202bbd7de55,false,false,true
Tene,tene,6840b0bcc65eb2273e9a0263,6827a014ed04cf73eed133d8,687585dffa734b3c8fa1a764,false,false,Mon Jul 14 2025 22:34:07 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:56:23 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:58:46 GMT+0000 (Coordinated Universal Time),,34.95716,31.37546,hebron,,West Bank,,,Tene,Tene,טנא,طيني,1983,16,687585dffa734b3c8fa1a764,false,false,true
